,msa,state,fips,FIPS,CBSA,sex,q7_family_members,NO family,Family Available,usborn1a,q17,q38,party,ideo,qe3,age,educ,hisp,race,relig,income,phoneuse,recage,receduc,racethn,weight
469,10420,Ohio,39133,39133,10420,Male,6 up to 10,0,1,"Yes, born in U.S.",Ohio,Kentucky,No preference (VOL.),Moderate,Full-time,45,"Some college, no 4-year degree (including associate degree)",No,White,Christian (VOL.),"$75,000 to under $100,000",Dual/most cell,45-54,SOME COLL,White~H,1.264150943
470,49660,Ohio,39099,39099,49660,Female,More than 20,0,1,"Yes, born in U.S.",Ohio,North Carolina,Democrat,Moderate,Full-time,47,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",45-54,SOME COLL,White~H,2.3125
471,15940,Ohio,39151,39151,15940,Male,6 up to 10,0,1,"Yes, born in U.S.",Ohio,Ohio,Independent,Moderate,Full-time,40,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",LLO,35-44,SOME COLL,White~H,2.625
472,15940,Ohio,39151,39151,15940,Female,1 up to 5,0,1,"Yes, born in U.S.",Ohio,Florida,Republican,Conservative,Not employed,74,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more","Dual/few, some cell",65+,COLLEGE+,White~H,1
473,49660,Ohio,39155,39155,49660,Female,More than 20,0,1,"Yes, born in U.S.",Ohio,Ohio,Republican,Moderate,Not employed,67,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$75,000 to under $100,000","Dual/few, some cell",65+,COLLEGE+,White~H,1.270833333
474,15940,Ohio,39151,39151,15940,Female,1 up to 5,0,1,"Yes, born in U.S.",Ohio,North Carolina,Democrat,Moderate,Full-time,42,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$100,000 to under $150,000","Dual/few, some cell",35-44,HS GRAD,White~H,4.698113208
475,0,Ohio,39075,39075,#N/A,Female,1 up to 5,0,1,"Yes, born in U.S.",Ohio,Don't know/Refused,Don't know/Refused,Don't know/Refused,Not employed,73,"None, or grade 1-8",No,White,Something else (VOL. SPECIFY),Don't know/Refused,"Dual/few, some cell",65+,LT HS,White~H,2.716981132
476,0,Alabama,1039,01039,#N/A,Female,More than 20,0,1,"Yes, born in U.S.",Alabama,Alabama,Republican,Moderate,Full-time,55,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$10,000 to under $20,000",Dual/most cell,55-64,COLLEGE+,White~H,1
477,33860,Alabama,1101,01101,33860,Male,11 up to 20,0,1,"No, some other country",,Alabama,Republican,Don't know/Refused,Full-time,52,High school graduate (Grade 12 or GED certificate),Don't know/Refused,Asian,Roman Catholic (Catholic),"$30,000 to under $40,000",CPO,45-54,HS GRAD,Other,4.291666667
478,33860,Alabama,1101,01101,33860,Female,More than 20,0,1,"Yes, born in U.S.",Alabama,Alabama,Independent,Conservative,Not employed,59,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,55-64,COLLEGE+,White~H,1
479,33860,Alabama,1101,01101,33860,Male,1 up to 5,0,1,"Yes, born in U.S.",Alabama,Florida,Democrat,Very liberal,Not employed,29,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000",LLO,25-34,HS GRAD,Black~H,2.603773585
480,0,Alabama,1031,01031,21460,Female,6 up to 10,0,1,"Yes, born in U.S.",Alabama,Oklahoma,Republican,Conservative,Not employed,50,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",45-54,HS GRAD,White~H,3.261904762
481,12220,Alabama,1081,01081,12220,Female,1 up to 5,0,1,"Yes, born in U.S.",Georgia,Alabama,Republican,Moderate,Part-time,53,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000",Dual/most cell,45-54,COLLEGE+,White~H,1.0625
482,33860,Alabama,1051,01051,33860,Male,More than 20,0,1,"Yes, born in U.S.",Illinois,Georgia,Democrat,Moderate,Full-time,36,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",35-44,COLLEGE+,Black~H,2.396226415
483,20020,Alabama,1069,01069,20020,Male,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Alabama,Independent,Moderate,Full-time,59,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",LLO,55-64,COLLEGE+,White~H,1
484,24660,North Carolina,37081,37081,24660,Female,None,1,0,"Yes, born in U.S.",West Virginia,North Carolina,Democrat,Very liberal,Not employed,73,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",65+,SOME COLL,White~H,1.226415094
485,0,North Carolina,37171,37171,34340,Male,11 up to 20,0,1,"Yes, born in U.S.",North Carolina,North Carolina,Independent,Conservative,Not employed,73,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000",LLO,65+,LT HS,White~H,2.962264151
486,24660,North Carolina,37081,37081,24660,Female,1 up to 5,0,1,"Yes, born in U.S.",North Carolina,South Carolina,Democrat,Conservative,Part-time,64,"Technical, trade, or vocational school AFTER high school",No,Other or mixed race (SPECIFY),"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",55-64,HS GRAD,Other,3.283018868
487,24660,North Carolina,37081,37081,24660,Male,6 up to 10,0,1,"Yes, born in U.S.",North Carolina,North Carolina,Republican,Conservative,Not employed,78,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",65+,HS GRAD,White~H,2.8125
488,0,North Carolina,37057,37057,49180,Female,1 up to 5,0,1,"Yes, born in U.S.",Alabama,North Carolina,Democrat,Moderate,Not employed,69,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,65+,LT HS,White~H,2.264150943
489,0,North Carolina,37057,37057,49180,Male,More than 20,0,1,"Yes, born in U.S.",North Carolina,District of Columbia,Democrat,Moderate,Not employed,46,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000","Dual/few, some cell",45-54,HS GRAD,Black~H,2.476190476
490,24660,North Carolina,37081,37081,24660,Female,6 up to 10,0,1,"Yes, born in U.S.",North Carolina,North Carolina,Republican,Conservative,Full-time,46,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more","Dual/few, some cell",45-54,HS GRAD,White~H,5.5
491,49180,North Carolina,37059,37059,49180,Female,More than 20,0,1,"Yes, born in U.S.",North Carolina,North Carolina,Independent,Conservative,Full-time,58,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.0625
492,24660,North Carolina,37081,37081,24660,Male,11 up to 20,0,1,"Yes, born in U.S.",North Carolina,Hawaii,Democrat,Conservative,Full-time,44,"Technical, trade, or vocational school AFTER high school",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",35-44,HS GRAD,White~H,5.104166667
493,24660,North Carolina,37081,37081,24660,Female,1 up to 5,0,1,"Yes, born in U.S.",North Carolina,North Carolina,Independent,Conservative,Full-time,Don't know/Refused,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",Dual/most cell,,HS GRAD,White~H,2.6875
494,24660,North Carolina,37081,37081,24660,Female,1 up to 5,0,1,"Yes, born in U.S.",South Carolina,North Carolina,Democrat,Very conservative,Not employed,64,High school incomplete (Grades 9-11),No,Black,Christian (VOL.),Don't know/Refused,LLO,55-64,LT HS,Black~H,2.75
495,49180,North Carolina,37059,37059,49180,Male,11 up to 20,0,1,"Yes, born in U.S.",North Carolina,North Carolina,Independent,Very conservative,Not employed,61,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",55-64,HS GRAD,White~H,3.547619048
496,29340,Louisiana,22019,22019,29340,Male,1 up to 5,0,1,"Yes, born in U.S.",Maryland,Louisiana,Independent,Conservative,Full-time,59,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$75,000 to under $100,000",Dual/most cell,55-64,COLLEGE+,White~H,1
497,29180,Louisiana,22099,22099,29180,Female,More than 20,0,1,"Yes, born in U.S.",Louisiana,Hawaii,Independent,Moderate,Full-time,45,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",45-54,SOME COLL,White~H,2.0625
498,29180,Louisiana,22099,22099,29180,Female,1 up to 5,0,1,"Yes, born in U.S.",Louisiana,Louisiana,Democrat,Moderate,Full-time,33,"Some college, no 4-year degree (including associate degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",Dual/most cell,25-34,SOME COLL,Black~H,1.333333333
499,29340,Louisiana,22019,22019,29340,Male,6 up to 10,0,1,"Yes, born in U.S.",Louisiana,Nevada,Independent,Moderate,Full-time,26,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),"$30,000 to under $40,000",Dual/most cell,25-34,HS GRAD,White~H,2.145833333
500,0,Louisiana,22019,22019,29340,Female,1 up to 5,0,1,"Yes, born in U.S.",Texas,Louisiana,Republican,Conservative,Not employed,75,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000","Dual/few, some cell",65+,SOME COLL,White~H,1
501,0,Louisiana,22101,22101,34020,Male,More than 20,0,1,"Yes, born in U.S.",Louisiana,Don't know/Refused,Independent,Moderate,Full-time,48,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),"$30,000 to under $40,000",LLO,45-54,HS GRAD,White~H,3.333333333
502,29340,Louisiana,22019,22019,29340,Male,1 up to 5,0,1,"Yes, born in U.S.",Florida,Tennessee,Republican,Very conservative,Full-time,35,High school graduate (Grade 12 or GED certificate),No,White,Christian (VOL.),"$75,000 to under $100,000","Dual/few, some cell",35-44,HS GRAD,White~H,3.833333333
503,29180,Louisiana,22055,22055,29180,Male,More than 20,0,1,"Yes, born in U.S.",Louisiana,Florida,Democrat,Moderate,Full-time,48,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",45-54,COLLEGE+,White~H,1.396226415
504,14460,Massachusetts,25017,25017,14460,Male,More than 20,0,1,"Yes, born in U.S.",Massachusetts,Illinois,Democrat,Liberal,Part-time,25,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$30,000 to under $40,000",CPO,25-34,COLLEGE+,White~H,3.041666667
505,35620,New York,36047,36047,35620,Male,6 up to 10,0,1,"No, some other country",,Florida,Democrat,Liberal,Full-time,49,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",45-54,COLLEGE+,Black~H,2.416666667
506,35620,New York,36081,36081,35620,Male,None,1,0,"No, some other country",,New York,Independent,Liberal,Part-time,25,"None, or grade 1-8",Yes,Don't know/Refused,Roman Catholic (Catholic),"$10,000 to under $20,000",,25-34,LT HS,Hispanic,6.071428571
507,35620,New York,36047,36047,35620,Male,6 up to 10,0,1,"Yes, born in U.S.",New York,North Carolina,Democrat,Conservative,Not employed,47,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",CPO,45-54,HS GRAD,Black~H,4.041666667
508,35620,New York,36047,36047,35620,Male,1 up to 5,0,1,"No, some other country",,California,Independent,Moderate,Full-time,36,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,Something else (VOL. SPECIFY),"$75,000 to under $100,000","Dual/few, some cell",35-44,COLLEGE+,Black~H,2.979166667
509,35620,New York,36081,36081,35620,Male,1 up to 5,0,1,"Yes, born in U.S.",New York,New York,Independent,Liberal,Full-time,20,"Some college, no 4-year degree (including associate degree)",Yes,Don't know/Refused,Agnostic (not sure if there is a God),Don't know/Refused,CPO,18-24,SOME COLL,Hispanic,5.523809524
510,0,Florida,12029,12029,#N/A,Male,11 up to 20,0,1,"Yes, born in U.S.",Florida,California,Independent,Moderate,Not employed,23,High school graduate (Grade 12 or GED certificate),No,White,Something else (VOL. SPECIFY),"$20,000 to under $30,000","Dual/few, some cell",18-24,HS GRAD,White~H,3
511,36100,Florida,12001,12001,23540,Male,1 up to 5,0,1,"Yes, born in U.S.",Florida,Hawaii,Republican,Conservative,Part-time,21,"Some college, no 4-year degree (including associate degree)",No,Asian,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",CPO,18-24,SOME COLL,Other,2.660377358
512,36740,Florida,12069,12069,36740,Female,None,1,0,"No, some other country",,North Carolina,Democrat,Don't know/Refused,Not employed,44,"Technical, trade, or vocational school AFTER high school",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",35-44,HS GRAD,White~H,4.104166667
513,36740,Florida,12069,12069,36740,Female,None,1,0,"Yes, born in U.S.",New York,Florida,Independent,Conservative,Not employed,Don't know/Refused,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",,COLLEGE+,White~H,1.735849057
514,23540,Illinois,17019,17019,16580,Male,None,1,0,"No, some other country",,Florida,Democrat,Very liberal,Full-time,32,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,Asian,Hindu,"$40,000 to under $50,000",CPO,25-34,COLLEGE+,Other,3.301886792
515,23540,Florida,12001,12001,23540,Female,More than 20,0,1,"Yes, born in U.S.",Illinois,Florida,Republican,Moderate,Full-time,39,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Christian (VOL.),"$75,000 to under $100,000",Dual/most cell,35-44,COLLEGE+,White~H,1.641509434
